id,latitude,longitude
1,7.939939503992587,125.74780249349635
2,8.225414131030568,124.49399062700523
3,10.128122525020252,125.58348862073687
4,10.316313066074244,125.6310477463588
5,10.663182778460422,123.26432133766399
6,10.558418483531126,123.31177141761734
7,9.354578994609158,118.18124889706802
8,10.234309250983925,119.0159181313775
9,10.164879937594304,124.8478424315886
10,11.213662553396519,124.4456749362482
11,12.100881908717097,120.25569129014663
12,12.253321204433446,119.886180543575
13,12.210293967627631,124.62132444926478
14,11.84310168458872,125.39968834526677
15,12.579725250790444,121.38917725571818
16,12.413383894409774,121.0085499932661
17,14.818185093840325,121.01538462178515
18,16.920169001362694,121.67781855491435
19,9.295044708252297,117.99867136119542
20,9.290914810719286,118.00091759042253
21,5.866603151103403,119.93691526683713
22,5.869448582148439,119.93235643267603
23,5.041832420204739,119.79657618129885
24,5.0373106967298105,119.78778139876805
25,9.932892457511988,118.92680789655819
26,9.9297528360375,118.92070131170172
27,6.86211900511918,122.06854576819005
28,6.861095094242334,122.05605636400901
29,10.199981138483118,124.56588356260471
30,10.193825883517073,124.56464196611986
31,11.645923411380744,125.48526828461095
32,11.648991110620917,125.477832224039
33,5.1628044383577425,120.28424047157408
34,5.162082924692347,120.28661793424482
35,5.167914170707273,120.25971105496288
36,5.164181385175381,120.26174129709194
37,5.210055724952981,120.67958939771228
38,5.218875091251568,120.66895037494167
39,5.218205874867731,119.8820805291237
40,5.225375493205107,119.88837373897317
41,5.2274032092235325,119.91997920852913
42,5.228954207282974,119.91860295899801
43,8.305176233068012,126.40484260895806
44,8.30452534548459,126.39690324793591
45,5.295370804101691,120.56615070574287
46,5.299124448513579,120.56315782336313
47,5.197781262707868,120.51557350745513
48,5.192710383903163,120.513279790548
49,5.796272797825133,119.72534893832311
50,5.80104796406054,119.72493708913858
51,5.165718744177949,120.4897418941234
52,5.162779680505783,120.49942641501693
53,6.082719235080839,121.27779117785545
54,6.082030197387862,121.26938647151023
55,6.884962143992258,122.03800927439353
56,6.88061804905487,122.04375832837317
57,14.372106407855675,122.95490787696436
58,14.369694817939486,122.95809941877106
59,4.617664746825812,119.38805109214186
60,4.616079507973214,119.38496779192565
61,4.644824442879774,119.39225045150512
62,4.6401918059264595,119.39477011801982
63,5.300747333751896,120.2747778992236
64,5.304764510090866,120.26504031928303
65,5.14020613607319,120.32355774491461
66,5.125342104360042,120.33164221243464
67,4.802720852726438,119.46659623090548
68,4.771602905364005,119.48670602165014
69,5.249304519995115,119.96080932332534
70,5.251070633819356,119.96353646109884
71,10.457712078920647,119.17737712304154
72,10.462357745194728,119.16611609218207
73,6.139180228077331,120.91132105330428
74,6.133657244382698,120.8986831969708
75,5.024940557558976,120.22026613739585
76,5.0233290830900765,120.20060978211666
77,5.074470461174643,119.92428537253048
78,5.073191213276561,119.9217972267761
79,4.920819195485893,119.79865805938663
80,4.873762192838721,119.81078171507511
81,4.934773539220259,119.97068810025502
82,4.938660268721019,119.9675891055285
83,4.9406481524480705,119.86629042436692
84,4.943717052908542,119.87102925504364
